mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_loss,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
0.2609715938568115,0.00172983667338808,0.002066183090209961,5.724735422661944e-05,squared_error,16,50,8,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 50, 'min_samples_split': 8}",0.9359268316630087,0.9556869696218311,0.9545667849688744,0.9567716534452799,0.952678134494285,0.9511260748386559,0.007719309392867244,1,-18.709308066037934,-12.831594501068393,-12.87663269788069,-13.574303161984805,-14.29113771272517,-14.456595227939399,2.1921811476717066,2
0.26284565925598147,0.0017379755325961253,0.0020527362823486326,4.556163451459016e-05,squared_error,16,50,4,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 50, 'min_samples_split': 4}",0.9359268316630087,0.9556869696218311,0.9545667849688743,0.9567716534452799,0.952678134494285,0.9511260748386559,0.007719309392867233,1,-18.709308066037934,-12.831594501068395,-12.876632697880705,-13.574303161984798,-14.29113771272517,-14.456595227939403,2.192181147671705,3
0.2616020679473877,0.0021305010194829104,0.002045345306396484,2.7207895363066e-05,squared_error,16,50,2,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 50, 'min_samples_split': 2}",0.9359268316630087,0.9556869696218311,0.9545667849688744,0.9567716534452799,0.9526781344942848,0.9511260748386559,0.007719309392867239,1,-18.709308066037934,-12.831594501068373,-12.87663269788069,-13.574303161984789,-14.291137712725186,-14.456595227939394,2.1921811476717106,1
0.2152176856994629,0.0024154962848750993,0.001646709442138672,2.1193467234446993e-05,squared_error,8,50,8,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 50, 'min_samples_split': 8}",0.9356540833918776,0.9543909684869935,0.9543611057175925,0.9562880243912812,0.9529397331337219,0.9507267830242935,0.00761111535166607,4,-18.788950318193027,-13.206873756250017,-12.934926088971716,-13.726169423827866,-14.212135286643635,-14.57381097477725,2.1527269318244326,4
0.215024995803833,0.0019430933547789182,0.0016431808471679688,2.1405155766442272e-05,squared_error,8,50,2,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 50, 'min_samples_split': 2}",0.9356540833918776,0.9543909684869936,0.9543611057175925,0.9562880243912812,0.9529397331337219,0.9507267830242935,0.0076111153516660816,4,-18.788950318193027,-13.20687375625001,-12.93492608897172,-13.726169423827884,-14.212135286643635,-14.573810974777254,2.1527269318244318,5
0.21480159759521483,0.0019092328801886842,0.0016493797302246094,3.45639518214256e-05,squared_error,8,50,4,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 50, 'min_samples_split': 4}",0.9356540833918776,0.9543909684869935,0.9543611057175925,0.9562880243912812,0.9529397331337219,0.9507267830242935,0.00761111535166607,4,-18.788950318193027,-13.206873756250017,-12.934926088971713,-13.726169423827882,-14.212135286643635,-14.573810974777254,2.1527269318244318,5
0.2654521942138672,0.00043180911339327596,0.0018103599548339843,2.185527338997651e-05,squared_error,8,10,8,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 10, 'min_samples_split': 8}",0.936092851698273,0.9561956762285941,0.9498228320070702,0.953775962194575,0.952764460044378,0.9497303564345781,0.007118471154446958,7,-18.66083036366245,-12.684289817947144,-14.221158718839735,-14.514991956669546,-14.265067516393678,-14.869267674702513,2.0030322110830925,7
0.26566638946533205,0.0010650670310599194,0.0018560409545898438,4.4460916453475545e-05,squared_error,8,10,4,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 10, 'min_samples_split': 4}",0.9360928516982732,0.9561956762285941,0.9498228320070702,0.9537708197949546,0.952764460044378,0.9497293279546539,0.007117886916716697,8,-18.660830363662427,-12.684289817947144,-14.221158718839735,-14.51660674180454,-14.265067516393678,-14.869590631729505,2.002975193100526,8
0.26498117446899416,0.00030177835205103535,0.0018108367919921875,2.883796651778067e-05,squared_error,8,10,2,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.936092851698273,0.9561956762285941,0.9498202191874814,0.9537708197949546,0.952764460044378,0.9497288053907363,0.007117880128786352,9,-18.66083036366245,-12.684289817947144,-14.221899241343536,-14.51660674180454,-14.265067516393678,-14.869738736230271,2.002927267912248,9
0.15263514518737792,0.0005801969571648239,0.0011933803558349609,7.476770147896286e-06,squared_error,4,10,4,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 4}",0.934878834280762,0.9540165431476365,0.9515204598068405,0.9552392978570079,0.9512934088747654,0.9493897087934025,0.007407495411503398,10,-19.015322367901863,-13.315295005813681,-13.740018882700497,-14.055484168545773,-14.709322928193934,-14.967088670631147,2.074598013567831,10
0.15435657501220704,0.004586714844073116,0.001189851760864258,1.6717614270816368e-05,squared_error,4,10,8,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 8}",0.9348788342807621,0.9540165431476365,0.9515204598068405,0.9552392978570079,0.9512934088747654,0.9493897087934025,0.007407495411503355,10,-19.015322367901856,-13.315295005813681,-13.740018882700502,-14.05548416854578,-14.709322928193934,-14.967088670631153,2.074598013567827,12
0.15230531692504884,0.00021097559701795294,0.001187753677368164,1.4738357001305718e-05,squared_error,4,10,2,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.9348788342807621,0.9540165431476365,0.9515204598068405,0.9552392978570079,0.9512934088747654,0.9493897087934025,0.007407495411503355,10,-19.015322367901852,-13.315295005813681,-13.740018882700497,-14.05548416854578,-14.709322928193934,-14.967088670631147,2.074598013567826,10
0.40771188735961916,0.0029542492319335257,0.0025560855865478516,9.10300743708132e-05,squared_error,16,10,8,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 10, 'min_samples_split': 8}",0.9356268222299831,0.956435202942405,0.9492487171375069,0.9526982537897014,0.9525920140437159,0.9493202020286624,0.007214609982046269,13,-18.79691055317692,-12.614930768530652,-14.383873734642453,-14.853407412589313,-14.317145969285034,-14.993253687644875,2.04803554719575,13
0.4057405948638916,0.0032294817792530637,0.002515220642089844,2.996670212445853e-05,squared_error,16,10,4,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 10, 'min_samples_split': 4}",0.935635380300382,0.956435202942405,0.949243688257101,0.952702570017252,0.9525747355477043,0.9493183154129688,0.0072102125063665465,14,-18.794411604245553,-12.614930768530652,-14.385299014491636,-14.8520520569961,-14.322364051102621,-14.993811499073313,2.046697806139372,14
0.4040696620941162,0.003209626477868635,0.0025811195373535156,4.281402920408506e-05,squared_error,16,10,2,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.9356268222299831,0.956436295650389,0.9492487171375069,0.9527031133964837,0.9525747355477043,0.9493179367924135,0.007213717501071789,15,-18.79691055317692,-12.6146143562781,-14.383873734642453,-14.851881428345907,-14.322364051102621,-14.9939288247092,2.0477866728555543,15
0.17831664085388182,0.0019166331896315312,0.0015787124633789063,2.064137678223172e-05,squared_error,16,100,4,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 100, 'min_samples_split': 4}",0.9348155268293061,0.9528175089593485,0.9523872822940347,0.9544306084742683,0.9489144730882243,0.9486730799290364,0.007158362588102941,16,-19.033808087320878,-13.662495826108056,-13.49434499028024,-14.309423903004246,-15.427758234407381,-15.18556620822416,2.0403539140786164,16
0.17789626121520996,0.0020320265641958434,0.0015799522399902344,9.06291710858668e-06,squared_error,16,100,2,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 100, 'min_samples_split': 2}",0.9348155268293061,0.9528175089593485,0.9523872822940348,0.9544306084742683,0.9489144730882243,0.9486730799290364,0.007158362588102953,16,-19.033808087320878,-13.662495826108065,-13.494344990280233,-14.309423903004246,-15.427758234407381,-15.18556620822416,2.0403539140786164,16
0.17791323661804198,0.0016449119874320751,0.0015738964080810546,1.2151958988301495e-05,squared_error,16,100,8,"{'loss': 'squared_error', 'max_depth': 16, 'min_samples_leaf': 100, 'min_samples_split': 8}",0.9348155268293061,0.9528175089593485,0.9523872822940347,0.9544306084742683,0.9489144730882243,0.9486730799290364,0.007158362588102941,16,-19.033808087320878,-13.662495826108065,-13.49434499028024,-14.309423903004246,-15.427758234407381,-15.185566208224163,2.040353914078615,18
0.17330970764160156,0.0014296290584742916,0.0015327930450439453,1.932220419822198e-05,squared_error,8,100,8,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 100, 'min_samples_split': 8}",0.9348852387243448,0.9533441437069818,0.9519526175928321,0.9540134694154457,0.9487123690333955,0.9485815676946,0.007087428309996437,19,-19.01345227608196,-13.509999743711209,-13.617537190090117,-14.440411379890419,-15.48879337849969,-15.21403879365468,2.0279101913836124,21
0.17292399406433107,0.001267225599765668,0.001524496078491211,2.2976624960840394e-05,squared_error,8,100,4,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 100, 'min_samples_split': 4}",0.9348852387243448,0.9533441437069818,0.9519526175928322,0.9540134694154457,0.9487123690333955,0.9485815676946,0.0070874283099964476,19,-19.01345227608196,-13.509999743711184,-13.617537190090115,-14.440411379890419,-15.48879337849969,-15.214038793654675,2.0279101913836164,19
0.173002290725708,0.0010817383979023962,0.001532602310180664,9.243018165677271e-06,squared_error,8,100,2,"{'loss': 'squared_error', 'max_depth': 8, 'min_samples_leaf': 100, 'min_samples_split': 2}",0.9348852387243448,0.9533441437069818,0.9519526175928321,0.9540134694154457,0.9487123690333955,0.9485815676946,0.007087428309996437,19,-19.01345227608196,-13.50999974371121,-13.617537190090117,-14.440411379890419,-15.488793378499675,-15.214038793654677,2.027910191383612,20
0.14554905891418457,0.00031089486518572263,0.001202535629272461,1.4608970761762628e-05,squared_error,4,50,2,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 50, 'min_samples_split': 2}",0.9328143205127442,0.9523447144888129,0.9527300053129079,0.9544214936683706,0.9504263131909537,0.9485473694347577,0.007968423506341565,22,-19.618158548708056,-13.799401537057792,-13.397210802701517,-14.312286079061847,-14.971184621409868,-15.219648317787819,2.2614292872765906,24
0.14553275108337402,0.000400258246732185,0.0012126445770263671,1.802129061922553e-05,squared_error,4,50,4,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 50, 'min_samples_split': 4}",0.9328143205127442,0.952344714488813,0.9527300053129077,0.9544214936683706,0.9504263131909537,0.9485473694347577,0.007968423506341563,22,-19.618158548708056,-13.799401537057774,-13.397210802701535,-14.312286079061842,-14.971184621409868,-15.219648317787815,2.26142928727659,23
0.1456010341644287,0.00036052165689872453,0.0012291431427001952,5.3896859906497584e-05,squared_error,4,50,8,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 50, 'min_samples_split': 8}",0.9328143205127442,0.952344714488813,0.9527300053129079,0.9544214936683706,0.9504263131909537,0.9485473694347577,0.007968423506341575,22,-19.618158548708053,-13.799401537057774,-13.397210802701514,-14.312286079061842,-14.971184621409868,-15.219648317787811,2.261429287276592,22
0.13500385284423827,0.0006622768510961541,0.001203298568725586,2.3739116550243622e-05,squared_error,4,100,8,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 100, 'min_samples_split': 8}",0.933202643116213,0.9515210039502402,0.9505687591220369,0.9528478860402574,0.9467631698960786,0.9469806924249651,0.007180453622069908,25,-19.504768694485538,-14.0379209866874,-14.009748862147102,-14.806420800938877,-16.077448813006132,-15.687261631453008,2.0511392168896116,25
0.1348670482635498,0.00035069930775005704,0.0011948585510253907,1.5364667007966367e-05,squared_error,4,100,2,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 100, 'min_samples_split': 2}",0.933202643116213,0.9515210039502402,0.9505687591220369,0.9528478860402573,0.9467631698960786,0.9469806924249651,0.007180453622069889,25,-19.504768694485563,-14.037920986687395,-14.009748862147102,-14.806420800938904,-16.07744881300612,-15.687261631453017,2.051139216889619,27
0.13489351272583008,0.0003452077945330277,0.0011977672576904297,8.926411979195574e-06,squared_error,4,100,4,"{'loss': 'squared_error', 'max_depth': 4, 'min_samples_leaf': 100, 'min_samples_split': 4}",0.933202643116213,0.9515210039502402,0.9505687591220369,0.9528478860402573,0.9467631698960786,0.9469806924249651,0.007180453622069889,25,-19.504768694485534,-14.037920986687395,-14.009748862147102,-14.806420800938904,-16.07744881300612,-15.687261631453012,2.0511392168896085,26
0.0844344139099121,0.00019330507902226538,0.0009099960327148438,1.5727243213423183e-05,squared_error,2,10,8,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 8}",0.9295998179470929,0.9479033415502651,0.9480963911716953,0.9510527520571114,0.9437067300820298,0.9440718065616389,0.007605041445762673,28,-20.556790433798056,-15.085476898844373,-14.710464714387586,-15.37011788504457,-17.000489395333798,-16.544667865481678,2.153044723335517,29
0.08431510925292969,0.0003740899921281726,0.0009041309356689453,1.3754417214690951e-05,squared_error,2,10,4,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 4}",0.9295998179470929,0.9479033415502651,0.9480963911716953,0.9510527520571113,0.9437067300820298,0.9440718065616389,0.007605041445762652,28,-20.55679043379805,-15.085476898844373,-14.710464714387586,-15.370117885044584,-17.000489395333798,-16.544667865481678,2.153044723335513,29
0.0848801612854004,0.0003234314914212166,0.0009453296661376953,2.886932987336504e-05,squared_error,2,10,2,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.9295998179470929,0.947903341550265,0.9480963911716953,0.9510527520571115,0.9437067300820298,0.9440718065616389,0.007605041445762683,28,-20.55679043379805,-15.085476898844393,-14.710464714387586,-15.370117885044541,-17.000489395333798,-16.544667865481674,2.153044723335515,28
0.08335809707641602,0.00017160052969503523,0.0008971691131591797,9.955510289568529e-06,squared_error,2,50,2,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 2}",0.9291699287175142,0.9478586513316034,0.9481949146615257,0.9506654611869735,0.942810865189487,0.9437399642174208,0.007719091070216655,31,-20.68231770580926,-15.098417714652678,-14.682541293388425,-15.491732614779044,-17.271039349662587,-16.645209735658398,2.202954648073436,31
0.08332338333129882,0.00039466330118040533,0.0008984565734863281,9.778766432654257e-06,squared_error,2,50,8,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 8}",0.9291699287175142,0.9478586513316033,0.9481949146615257,0.9506654611869735,0.9428108651894869,0.9437399642174207,0.007719091070216648,32,-20.68231770580926,-15.09841771465268,-14.682541293388425,-15.49173261477905,-17.27103934966262,-16.645209735658405,2.2029546480734368,32
0.08325953483581543,0.00024199762483715476,0.0008986473083496093,1.5927645922704075e-05,squared_error,2,50,4,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 4}",0.9291699287175142,0.9478586513316033,0.9481949146615257,0.9506654611869735,0.9428108651894869,0.9437399642174207,0.007719091070216648,32,-20.68231770580926,-15.09841771465268,-14.682541293388425,-15.491732614779044,-17.271039349662626,-16.645209735658405,2.2029546480734377,32
0.08211345672607422,0.00018599188460089732,0.0009018421173095703,1.0256544480504423e-05,squared_error,2,100,8,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 8}",0.928932927151267,0.9462455617479205,0.9469074981271005,0.9502308547901329,0.9414913420497606,0.9427616367732362,0.007456030792209268,34,-20.751521951988153,-15.56551534383924,-15.04741949607811,-15.628205079192739,-17.669533506717332,-16.932439075563114,2.1095737881440173,35
0.08195128440856933,0.0002571976090666796,0.0009068965911865235,1.0731908570194528e-05,squared_error,2,100,4,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 4}",0.9289329271512669,0.9462455617479205,0.9469074981271005,0.950230854790133,0.9414913420497606,0.9427616367732362,0.007456030792209331,34,-20.751521951988178,-15.56551534383924,-15.047419496078119,-15.628205079192696,-17.669533506717332,-16.932439075563114,2.1095737881440297,35
0.08212566375732422,0.00026832711977632824,0.0009051799774169922,1.340548612036553e-05,squared_error,2,100,2,"{'loss': 'squared_error', 'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 2}",0.928932927151267,0.9462455617479205,0.9469074981271005,0.950230854790133,0.9414913420497606,0.9427616367732362,0.00745603079220929,34,-20.75152195198815,-15.56551534383924,-15.04741949607811,-15.628205079192696,-17.669533506717308,-16.9324390755631,2.1095737881440195,34
